date,site,site_type,surveyor,buddy_pair,survey_complete,survey_direction,survey_type,transect_length_m,belt_start_depth_m,belt_end_depth_m,start_time,end_time,block,quadrat_distance_m,quad_depth_m,macroalgae,substrate,<2.5cm,2.5-5.0cm,5.0-7.5cm,7.5-10.0cm,10.0-12.5cm,12.5-15.0cm,unsized,comments,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,6,3.9,no,boulder,0,0,0,1,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,10,5,no,boulder,0,0,0,0,0,0,1,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,14,6.6,no,boulder,0,0,1,0,0,0,2,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,18,8.5,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,22,9.4,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,SC,MB_SC,yes,perpendicular,quadrat,28,11,2,15:25,15:45,right,26,10.6,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,KS,LN_KS,yes,perpendicular,belt,60,9.5,0,9:43,10:03,right,NA,NA,yes,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,0,0,yes,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,4,0.5,yes,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,8,1.8,yes,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,12,2.7,yes,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,16,2.7,yes,bedrock,0,0,0,0,1,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,20,3.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,24,4.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,28,5.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,32,6,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,36,6.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,40,8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,44,8.1,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,48,8.7,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,52,8.7,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,56,9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,perpendicular,quadrat,60,9.5,0,10:03,10:28,right,60,9.2,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,belt,20,6,6.3,11:33,11:45,right,NA,NA,no,bedrock,0,0,1,1,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,quadrat,20,6,6.3,11:47,12:08,right,0,6.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,quadrat,20,6,6.3,12:47,13:08,right,4,6.2,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,quadrat,20,6,6.3,13:47,14:08,right,8,5.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,quadrat,20,6,6.3,14:47,15:08,right,12,5.9,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,quadrat,20,6,6.3,15:47,16:08,right,16,5.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,rocky,KS,LN_KS,yes,parallel,quadrat,20,6,6.3,16:47,17:08,right,20,5.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,belt,39,11,1,14:57,15:22,right,N/A,N/A,no,bedrock,1,11,37,9,1,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,0,1,yes,bedrock,0,1,15,4,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,4,3.1,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,8,4.7,no,boulder,0,1,2,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,12,5.8,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,16,7.3,no,boulder,1,0,1,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,20,8,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,24,8.5,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,28,8.9,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,32,9.7,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,scotts_bay,rocky,KS,LN_KS,yes,perpendicular,quadrat,39,11,1,15:27,15:40,right,36,11,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,belt,40,9.3,1.9,9:38,9:56,right,N/A,N/A,yes,bedrock,0,0,2,4,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,0,1.9,yes,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,4,2.1,yes,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,8,2.9,yes,bedrock,0,0,0,1,1,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,12,3.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,16,4.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,20,5.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,24,6.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,28,7.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,32,8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,36,8.3,no,bedrock,0,0,0,1,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,perpendicular,quadrat,40,9.3,1.9,9:58,10:17,right,40,9.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,belt,20,7,7,11:24,11:29,right,N/A,N/A,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,quadrat,20,7,7,11:30,11:39,right,0,7.1,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,quadrat,20,7,7,11:30,11:39,right,4,7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,quadrat,20,7,7,11:30,11:39,right,8,7.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,quadrat,20,7,7,11:30,11:39,right,12,7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,quadrat,20,7,7,11:30,11:39,right,16,6.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,danger_rock,kelp,KS,LN_KS,yes,parallel,quadrat,20,7,7,11:30,11:39,right,20,7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,belt,20,6.6,6.3,14:07,14:30,right,N/A,N/A,no,boulder,3,9,11,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,quadrat,20,6.6,6.3,14:31,14:49,right,0,6.3,no,boulder,1,0,0,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,quadrat,20,6.6,6.3,15:31,15:49,right,4,6.4,no,boulder,0,1,1,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,quadrat,20,6.6,6.3,16:31,16:49,right,8,6,no,boulder,0,2,0,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,quadrat,20,6.6,6.3,17:31,17:49,right,12,6.1,no,boulder,1,2,0,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,quadrat,20,6.6,6.3,18:31,18:49,right,16,6.8,no,boulder,0,0,1,0,0,0,0,,,,,,,,
2024-06-01,scotts_bay,rocky,KS,LN_KS,yes,parallel,quadrat,20,6.6,6.3,19:31,19:49,right,20,6.6,no,boulder,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,ATV,HS_ATV,yes,perpendicular,belt,60,6.3,6,NA,NA,,NA,NA,no,bedrock,0,0,0,1,0,0,0,did not record start and end times for belt survey,,,,,,,
2024-05-31,second_beach,kelp,ATV,HS_ATV,yes,perpendicular,quadrat,60,6.3,6,NA,NA,,0,3,no,boulder,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,60,6.3,6,NA,NA,,4,3.6,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,60,6.3,6,NA,NA,,8,3.6,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,60,6.3,6,NA,NA,,12,3.9,no,boulder,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,60,6.3,6,NA,NA,,16,3.6,no,bedrock,0,0,0,0,0,0,0,"did not record start and end times for quadrat survey, other quadrats to 60m were all bedrock without any abalone",,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,belt,20,6,6.9,NA,NA,,NA,NA,no,bedrock,0,0,0,0,0,0,0,did not record start and end times for belt survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,6,6.9,NA,NA,,0,5.7,yes,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,6,6.9,NA,NA,,4,6.3,yes,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,6,6.9,NA,NA,,8,6.3,yes,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,6,6.9,NA,NA,,12,6.3,yes,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,6,6.9,NA,NA,,16,6.6,yes,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,second_beach,rocky,ATV,HS_ATV,yes,parallel,quadrat,20,6,6.9,NA,NA,,20,6.6,yes,bedrock,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,belt,24,10.8,2.4,NA,NA,,NA,NA,yes,bedrock,6,4,6,0,0,0,0,did not record start and end times for belt survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,0,2.4,no,bedrock,0,0,2,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,4,3,no,bedrock,3,0,1,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,8,3.9,yes,boulder,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,12,4.8,yes,boulder,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,16,7.2,yes,boulder,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,20,9.6,no,boulder,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,scotts_bay,rocky,ATV,HS_ATV,yes,perpendicular,quadrat,24,10.8,2.4,NA,NA,,24,10.8,no,sand,0,0,0,0,0,0,0,did not record start and end times for quadrat survey,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,belt,42,11.9,2,10:33,10:50,left,NA,NA,no,boulder,0,8,12,3,2,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,0,2,no,bedrock,1,4,3,1,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,4,5.1,no,bedrock,1,1,2,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,8,7.5,no,bedrock,0,1,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,12,7.6,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,16,8.1,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,20,7.5,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,24,8.2,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,28,9.3,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,32,10,no,boulder,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,36,10.3,no,boulder,0,1,1,1,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,perpendicular,quadrat,42,11.9,2,10:51,11:16,left,40,11.4,no,boulder,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,parallel,belt,20,6.4,6.5,12:26,12:15,left,NA,NA,no,bedrock,1,8,8,5,0,1,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.4,6.5,12:15,12:29,left,0,6.5,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.4,6.5,12:15,12:29,left,4,7.1,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.4,6.5,12:15,12:29,left,8,6.9,no,bedrock,0,1,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.4,6.5,12:15,12:29,left,12,6.1,no,bedrock,0,0,0,3,0,1,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.4,6.5,12:15,12:29,left,16,6,no,bedrock,0,0,3,0,1,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,belt,28,11.5,2.5,15:16,15:26,right,NA,NA,no,cobble,1,1,5,0,5,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,0,2.5,no,cobble,0,2,0,0,0,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,4,4.6,no,cobble,1,0,0,0,0,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,8,9.2,no,cobble,0,1,1,1,0,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,12,6.3,no,cobble,0,0,0,1,0,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,16,7.6,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,20,9.2,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,goby_town,rocky,AK,AK_EL,yes,perpendicular,quadrat,28,11.5,2.5,15:26,15:43,right,24,10.3,no,sand,0,0,0,0,0,0,0,,,,,,,,
2024-06-01,goby_town,rocky,AK,AK_EL,yes,parallel,belt,20,6.7,6,14:43,14:53,right,NA,NA,no,cobble,1,1,2,5,1,1,0,,,,,,,,
2024-06-01,goby_town,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.7,6,14:53,15:05,right,0,6.7,no,cobble,1,0,0,0,0,0,0,,,,,,,,
2024-06-01,goby_town,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.7,6,14:53,15:05,right,4,6.4,no,cobble,0,0,1,2,0,0,0,,,,,,,,
2024-06-01,goby_town,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.7,6,14:53,15:05,right,8,6.3,no,cobble,1,1,2,0,0,0,0,,,,,,,,
2024-06-01,goby_town,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.7,6,14:53,15:05,right,12,6.3,no,cobble,0,0,0,1,0,0,0,,,,,,,,
2024-06-01,goby_town,rocky,AK,AK_EL,yes,parallel,quadrat,20,6.7,6,14:53,15:05,right,16,6.2,no,cobble,0,2,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,belt,60,5.8,2.6,9:50,10:10,left,NA,NA,no,bedrock,0,1,3,2,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,2,3.1,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,6,3.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,10,3.9,no,bedrock,0,1,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,14,3.7,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,18,4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,22,4.1,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,26,3.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,30,4.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,34,4.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,38,5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,42,5.3,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,46,5.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,50,5.7,no,bedrock,0,0,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,54,5.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,perpendicular,quadrat,60,5.8,2.6,10:10,10:31,left,58,5.8,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,parallel,belt,20,6.6,5.5,11:39,11:50,left,NA,NA,no,bedrock,0,1,1,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,parallel,quadrat,20,6.6,5.5,11:51,11:57,left,2,5.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,parallel,quadrat,20,6.6,5.5,11:51,11:57,left,6,6.3,no,bedrock,0,1,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,parallel,quadrat,20,6.6,5.5,11:51,11:57,left,10,6.1,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,parallel,quadrat,20,6.6,5.5,11:51,11:57,left,14,6.4,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,second_beach,kelp,HS,HS_ATV,yes,parallel,quadrat,20,6.6,5.5,11:51,11:57,left,18,6.6,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,CB,CB_BM,yes,perpendicular,belt,33,11.7,2.2,10:35,10:56,left,NA,NA,no,bedrock,6,18,6,3,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,CB,CB_BM,yes,perpendicular,quadrat,33,11.7,2.2,10:58,11:20,left,2,3.8,no,bedrock,0,1,2,1,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,CB,CB_BM,yes,perpendicular,quadrat,33,11.7,2.2,10:58,11:20,left,6,6.5,no,bedrock,0,0,0,0,0,0,0,,,,,,,,
2024-05-31,pyramid_rock,rocky,CB,CB_BM,yes,perpendicular,quadrat,33,11.7,2.2,10:58,11:20,left,10,7.6,no,bedrock,0,1,0,0,0,0,0,,,,,,,,
